"","studentid","surveydate","age","ehpw","hpw","hsleep","gpa","imp","gender","job","type","marital.status"
"969",93560,2018-05-14,26,21,17,6.57,60.79,4,"female","empl","part-time","divorced"
"970",31170,2018-03-28,28,26,20,5.43,56.37,4,"male","unempl","full-time","divorced"
"971",11319,2018-02-20,27,17,25,6,74.99,4,"male","unempl","full-time","divorced"
"972",52041,2018-05-02,25,20,24,5.71,72.62,2,"male","unempl","full-time","single"
"973",4777,2018-05-31,30,16,25,6.14,77.08,2,"male","unempl","full-time","divorced"
"974",76531,2018-03-27,17,22,22,5.71,69.96,4,"male","unempl","full-time","single"
"975",52251,2018-02-11,22,25,17,6,47.29,2,"female","empl","part-time","single"
"976",66794,2018-04-13,25,18,21,6.43,70.82,4,"male","unempl","full-time","single"
"977",16985,2018-01-14,28,23,21,5.71,56.77,4,"male","unempl","full-time","divorced"
"978",94405,2018-04-11,33,17,22,6.43,75.07,4,"male","unempl","full-time","divorced"
"979",16909,2018-03-04,17,19,22,6.14,69.06,2,"male","unempl","full-time","single"
"980",65295,2018-05-23,28,25,20,5.57,54.72,5,"male","unempl","full-time","divorced"
"981",79941,2018-05-31,22,24,13,6.71,36.14,4,"female","empl","part-time","single"
"982",16179,2018-05-11,28,23,18,6.14,42.07,1,"female","empl","part-time","divorced"
"983",55746,2018-01-01,29,18,21,6.43,65.66,5,"male","unempl","full-time","divorced"
"984",40817,2018-03-11,30,19,21,6.29,65.27,1,"male","unempl","full-time","divorced"
"985",89365,2018-03-21,25,16,20,6.86,63.92,5,"male","unempl","full-time","single"
"986",45061,2018-02-16,23,21,20,6.14,60.56,1,"male","unempl","full-time","single"
"987",13772,2018-06-04,28,22,16,6.57,45.49,3,"female","empl","part-time","divorced"
"988",79022,2018-01-21,28,19,18,6.71,56.26,3,"female","empl","part-time","divorced"
"989",64631,2018-02-25,21,20,17,6.71,57.64,5,"female","empl","part-time","single"
"990",47324,2018-04-04,23,19,17,6.86,59.92,3,"female","empl","part-time","single"
"991",48477,2018-05-10,24,21,20,6.14,57.88,1,"male","unempl","full-time","single"
"992",90934,2018-01-22,29,17,17,7.14,64.47,2,"female","empl","part-time","divorced"
"993",10352,2018-01-12,34,24,15,6.43,41.97,2,"female","empl","part-time","divorced"
"994",38748,2018-01-02,21,24,25,5,72.21,1,"male","unempl","full-time","single"
"995",17299,2018-01-21,19,21,26,5.29,76.77,4,"male","unempl","full-time","single"
"996",21461,2018-02-02,29,21,22,5.86,60.96,1,"male","unempl","full-time","divorced"
"997",41784,2018-01-27,22,19,25,5.71,78.79,2,"male","unempl","full-time","single"
"998",97509,2018-03-23,18,18,16,7.14,52.85,3,"female","empl","part-time","single"
"999",55102,2018-03-16,25,24,18,6,57.39,2,"female","empl","part-time","single"
"1000",17734,2018-03-25,23,23,17,6.29,46.79,3,"female","empl","part-time","single"
"1001",31961,2018-01-03,22,17,17,7.14,64,5,"female","empl","part-time","single"
"1002",4424,2018-01-25,31,15,18,7.29,60.43,1,"female","empl","part-time","divorced"
"1003",72436,2018-01-17,26,19,21,6.29,70.52,2,"male","unempl","full-time","divorced"
"1004",48749,2018-03-15,27,22,19,6.14,67.17,5,"female","empl","part-time","divorced"
"1005",23327,2018-03-26,25,15,17,7.43,68.49,5,"female","empl","part-time","single"
"1006",12477,2018-02-24,23,24,22,5.43,68.91,5,"male","unempl","full-time","single"
"1007",27696,2018-04-01,29,24,15,6.43,40.78,1,"female","empl","part-time","divorced"
"1008",91253,2018-01-28,19,24,20,5.71,52.93,3,"male","unempl","full-time","single"
"1009",57973,2018-04-01,26,17,19,6.86,62.62,3,"female","empl","part-time","divorced"
"1010",34729,2018-05-11,25,25,19,5.71,57.42,5,"female","empl","part-time","single"
"1011",88441,2018-04-03,26,21,25,5.43,74.04,2,"male","unempl","full-time","divorced"
"1012",27227,2018-01-12,27,18,16,7.14,50.29,5,"female","empl","part-time","divorced"
"1013",21904,2018-02-10,20,25,20,5.57,51.87,3,"male","unempl","full-time","single"
"1014",29820,2018-02-15,25,19,22,6.14,74.08,2,"male","unempl","full-time","single"
"1015",99216,2018-04-05,25,22,24,5.43,79.51,4,"male","unempl","full-time","single"
"1016",16914,2018-04-04,28,21,22,5.86,64.23,2,"male","unempl","full-time","divorced"
"1017",12497,2018-02-20,23,24,20,5.71,55.88,3,"male","unempl","full-time","single"
"1018",14381,2018-03-29,27,19,23,6,76.83,5,"male","unempl","full-time","divorced"
"1019",91979,2018-01-19,23,25,23,5.14,82.71,2,"male","unempl","full-time","single"
"1020",5218,2018-05-10,24,26,14,6.29,42.33,2,"female","empl","part-time","single"
"1021",6582,2018-03-28,31,17,23,6.29,79.79,2,"male","unempl","full-time","divorced"
"1022",78211,2018-05-06,30,20,18,6.57,63.87,4,"female","empl","part-time","divorced"
"1023",55069,2018-01-24,26,23,23,5.43,65.48,4,"male","unempl","full-time","divorced"
"1024",25482,2018-01-31,29,25,16,6.14,43.13,2,"female","empl","part-time","divorced"
"1025",5920,2018-03-08,23,25,25,4.86,82.54,4,"male","unempl","full-time","single"
"1026",75416,2018-03-16,27,21,19,6.29,57.05,4,"female","empl","part-time","divorced"
"1027",97513,2018-01-27,22,17,21,6.57,63.27,4,"male","unempl","full-time","single"
"1028",23010,2018-02-25,22,24,22,5.43,62.65,1,"male","unempl","full-time","single"
"1029",60975,2018-03-24,24,21,23,5.71,68.33,1,"male","unempl","full-time","single"
"1030",81923,2018-05-09,26,26,16,6,46.97,1,"female","empl","part-time","divorced"
"1031",66476,2018-01-03,27,23,23,5.43,69.2,4,"male","unempl","full-time","divorced"
"1032",35853,2018-04-12,24,27,21,5.14,44.92,2,"male","unempl","full-time","single"
"1033",95552,2018-05-13,22,20,21,6.14,78.1,5,"male","unempl","full-time","single"
"1034",84901,2018-01-06,25,19,20,6.43,62.56,5,"male","unempl","full-time","single"
"1035",72990,2018-04-12,29,20,23,5.86,70.14,3,"male","unempl","full-time","divorced"
"1036",71610,2018-01-03,29,21,18,6.43,51.5,4,"female","empl","part-time","divorced"
"1037",48999,2018-05-01,27,24,24,5.14,72.57,1,"male","unempl","full-time","divorced"
"1038",900,2018-04-18,18,19,21,6.29,69.06,5,"male","unempl","full-time","single"
"1039",78310,2018-06-03,23,24,20,5.71,52.6,3,"male","unempl","full-time","single"
"1040",7664,2018-03-21,18,20,19,6.43,70,2,"female","empl","part-time","single"
"1041",55383,2018-02-24,25,24,22,5.43,61.13,2,"male","unempl","full-time","single"
"1042",68985,2018-03-03,18,21,21,6,56.3,1,"male","unempl","full-time","single"
"1043",78481,2018-03-27,23,24,20,5.71,55.94,2,"male","unempl","full-time","single"
"1044",74829,2018-01-01,18,21,20,6.14,60.34,1,"male","unempl","full-time","single"
"1045",65162,2018-02-13,25,29,23,4.57,54.44,3,"male","unempl","full-time","single"
"1046",50847,2018-04-29,19,22,19,6.14,62.27,5,"female","empl","part-time","single"
"1047",55088,2018-04-15,22,19,21,6.29,59.91,1,"male","unempl","full-time","single"
"1048",89077,2018-02-19,20,26,19,5.57,57.72,4,"female","empl","part-time","single"
"1049",45393,2018-02-16,25,23,21,5.71,61.8,4,"male","unempl","full-time","single"
"1050",98777,2018-01-14,28,24,21,5.57,65.8,4,"male","unempl","full-time","divorced"
"1051",75068,2018-05-19,24,25,21,5.43,57.19,2,"male","unempl","full-time","single"
"1052",36217,2018-04-22,31,22,21,5.86,66.98,3,"male","unempl","full-time","divorced"
"1053",84205,2018-04-27,24,16,19,7,65.95,2,"female","empl","part-time","single"
"1054",70535,2018-05-15,27,27,15,6,29.1,3,"female","empl","part-time","married"
"1055",51412,2018-03-13,21,22,23,5.57,66.65,4,"male","unempl","full-time","single"
"1056",4192,2018-05-24,24,17,19,6.86,67.22,3,"female","empl","part-time","single"
"1057",95017,2018-04-01,18,17,11,8,45,5,"female","empl","part-time","single"
"1058",44775,2018-03-15,24,22,25,5.29,77.22,4,"male","unempl","full-time","single"
"1059",51532,2018-02-17,21,17,24,6.14,80.47,3,"male","unempl","full-time","single"
"1060",18498,2018-04-28,31,19,16,7,52.35,3,"female","empl","part-time","divorced"
"1061",1920,2018-03-25,29,14,21,7,74.32,4,"male","unempl","full-time","divorced"
"1062",19033,2018-02-10,22,23,19,6,52.03,4,"female","empl","part-time","single"
"1063",35169,2018-03-09,19,24,19,5.86,55.6,4,"female","empl","part-time","single"
"1064",28522,2018-03-30,25,21,20,6.14,54.49,4,"male","unempl","full-time","single"
"1065",94463,2018-01-13,26,22,21,5.86,69.94,5,"male","unempl","full-time","divorced"
"1066",58825,2018-05-19,26,28,20,5.14,45.16,4,"male","unempl","full-time","divorced"
"1067",86567,2018-04-04,28,20,20,6.29,61.12,5,"male","unempl","full-time","divorced"
"1068",71605,2018-04-28,29,21,22,5.86,74.1,3,"male","unempl","full-time","divorced"
"1069",45345,2018-01-30,25,20,19,6.43,65.86,1,"female","empl","part-time","single"
"1070",62968,2018-04-16,25,20,21,6.14,62.33,1,"male","unempl","full-time","single"
"1071",29980,2018-03-10,26,21,19,6.29,63.65,5,"female","empl","part-time","divorced"
"1072",94767,2018-01-21,26,22,19,6.14,55.91,2,"female","empl","part-time","divorced"
"1073",92617,2018-03-05,21,20,19,6.43,67.06,5,"female","empl","part-time","single"
"1074",15446,2018-05-12,30,26,19,5.57,52.4,3,"female","empl","part-time","divorced"
"1075",36827,2018-03-19,29,17,19,6.86,65.47,3,"female","empl","part-time","divorced"
"1076",81623,2018-04-14,27,20,21,6.14,66.48,4,"male","unempl","full-time","divorced"
"1077",88488,2018-03-01,25,27,19,5.43,48.44,1,"female","empl","part-time","single"
"1078",1476,2018-04-26,19,26,16,6,42.41,3,"female","empl","part-time","single"
"1079",73458,2018-02-23,30,18,25,5.86,80.95,1,"male","unempl","full-time","divorced"
"1080",6402,2018-04-15,24,23,23,5.43,61.07,1,"male","unempl","full-time","single"
"1081",53090,2018-01-25,20,27,26,4.43,77.33,5,"male","unempl","full-time","single"
"1082",49333,2018-05-30,28,22,24,5.43,70.9,1,"male","unempl","full-time","divorced"
"1083",46942,2018-05-17,31,25,15,6.29,42.22,4,"female","empl","part-time","divorced"
"1084",26525,2018-03-16,25,19,18,6.71,53.93,5,"female","empl","part-time","single"
"1085",19938,2018-05-06,24,20,19,6.43,67.1,5,"female","empl","part-time","single"
"1086",76507,2018-03-06,26,24,21,5.57,62.33,3,"male","unempl","full-time","divorced"
"1087",98929,2018-03-31,27,27,19,5.43,41.28,4,"female","empl","part-time","divorced"
"1088",57096,2018-03-26,19,17,19,6.86,64.06,1,"female","empl","part-time","single"
"1089",16494,2018-03-23,24,26,21,5.29,54.34,1,"male","unempl","full-time","single"
"1090",8088,2018-01-24,21,24,19,5.86,47.3,1,"female","empl","part-time","single"
"1091",70664,2018-05-16,33,22,20,6,56.9,3,"male","unempl","full-time","divorced"
"1092",14399,2018-01-24,23,20,18,6.57,59.42,5,"female","empl","part-time","single"
"1093",32257,2018-04-13,26,20,23,5.86,72.1,1,"male","unempl","full-time","divorced"
"1094",96246,2018-02-21,22,22,20,6,65.23,5,"male","unempl","full-time","single"
"1095",13464,2018-01-23,23,23,17,6.29,59.8,2,"female","empl","part-time","single"
"1096",31011,2018-05-09,24,20,17,6.71,64.86,2,"female","empl","part-time","single"
"1097",10367,2018-04-01,22,24,17,6.14,47.96,3,"female","empl","part-time","single"
"1098",11403,2018-04-01,22,23,21,5.71,58.93,3,"male","unempl","full-time","single"
"1099",97368,2018-05-30,28,23,21,5.71,66.84,5,"male","unempl","full-time","divorced"
"1100",61010,2018-02-11,30,20,21,6.14,70.38,3,"male","unempl","full-time","divorced"
"1101",62619,2018-03-05,19,17,23,6.29,81.27,3,"male","unempl","full-time","single"
"1102",25554,2018-03-12,25,27,22,5,54.95,2,"male","unempl","full-time","single"
"1103",69662,2018-04-11,19,18,16,7.14,61.61,1,"female","empl","part-time","single"
"1104",99321,2018-04-04,30,19,17,6.86,53.13,1,"female","empl","part-time","divorced"
"1105",82190,2018-03-13,30,18,20,6.57,65.91,2,"male","unempl","full-time","divorced"
"1106",23691,2018-02-09,27,15,21,6.86,78.14,2,"male","unempl","full-time","divorced"
"1107",91226,2018-01-26,26,18,16,7.14,62.22,1,"female","empl","part-time","divorced"
"1108",98371,2018-02-15,27,22,22,5.71,64.6,5,"male","unempl","full-time","divorced"
"1109",42917,2018-01-25,19,23,25,5.14,73.36,5,"male","unempl","full-time","single"
"1110",45694,2018-05-11,21,24,19,5.86,48.86,1,"female","empl","part-time","single"
"1111",77602,2018-05-07,20,19,19,6.57,62.51,3,"female","empl","part-time","single"
"1112",84005,2018-04-05,31,22,22,5.71,61.12,1,"male","unempl","full-time","divorced"
"1113",26263,2018-05-07,24,22,16,6.57,51.58,2,"female","empl","part-time","single"
"1114",18258,2018-03-19,26,25,18,5.86,60.49,3,"female","empl","part-time","divorced"
"1115",96687,2018-04-18,19,20,19,6.43,57.73,5,"female","empl","part-time","single"
"1116",31209,2018-01-18,27,16,18,7.14,65.5,3,"female","empl","part-time","divorced"
"1117",92035,2018-01-17,24,23,24,5.29,75.64,2,"male","unempl","full-time","single"
"1118",45517,2018-03-01,29,24,22,5.43,62.18,4,"male","unempl","full-time","divorced"
"1119",55911,2018-01-22,29,18,24,6,73.44,2,"male","unempl","full-time","divorced"
"1120",74735,2018-04-15,28,19,17,6.86,61.01,5,"female","empl","part-time","divorced"
"1121",76243,2018-01-05,27,25,20,5.57,58.41,5,"male","unempl","full-time","divorced"
"1122",38245,2018-02-06,28,19,25,5.71,82.13,1,"male","unempl","full-time","divorced"
"1123",21981,2018-04-19,34,25,21,5.43,61.58,3,"male","unempl","full-time","divorced"
"1124",9650,2018-02-19,21,21,21,6,67.96,2,"male","unempl","full-time","single"
"1125",91763,2018-02-07,20,20,20,6.29,64.35,1,"male","unempl","full-time","single"
"1126",33323,2018-05-04,24,20,21,6.14,65.24,2,"male","unempl","full-time","single"
"1127",8687,2018-06-02,28,18,20,6.57,66.32,5,"male","unempl","full-time","divorced"
"1128",11215,2018-02-24,28,24,23,5.29,62.83,1,"male","unempl","full-time","divorced"
"1129",11039,2018-03-05,21,20,19,6.43,66.43,3,"female","empl","part-time","single"
"1130",23774,2018-02-02,24,20,23,5.86,79.24,2,"male","unempl","full-time","single"
"1131",91441,2018-01-03,26,24,21,5.57,53.78,2,"male","unempl","full-time","divorced"
"1132",84463,2018-02-18,25,21,19,6.29,51.96,2,"female","empl","part-time","single"
"1133",98514,2018-02-14,20,23,23,5.43,62.79,3,"male","unempl","full-time","single"
"1134",56678,2018-06-04,23,22,17,6.43,53.5,4,"female","empl","part-time","single"
"1135",90735,2018-02-17,23,17,18,7,56.81,4,"female","empl","part-time","single"
"1136",96076,2018-04-20,28,20,22,6,68.91,2,"male","unempl","full-time","divorced"
"1137",85493,2018-04-21,21,21,21,6,72.54,5,"male","unempl","full-time","single"
"1138",36947,2018-01-05,22,18,22,6.29,75.54,2,"male","unempl","full-time","single"
"1139",38846,2018-02-11,18,19,22,6.14,71.96,1,"male","unempl","full-time","single"
"1140",29917,2018-04-30,26,22,23,5.57,71.63,4,"male","unempl","full-time","divorced"
"1141",86541,2018-04-02,31,26,19,5.57,53.07,5,"female","empl","part-time","divorced"
"1142",90932,2018-02-26,29,19,22,6.14,74.2,4,"male","unempl","full-time","divorced"
"1143",75562,2018-01-13,25,18,19,6.71,64.41,3,"female","empl","part-time","single"
"1144",94339,2018-06-04,17,23,19,6,59.25,4,"female","empl","part-time","single"
"1145",51973,2018-04-14,21,19,22,6.14,72.25,3,"male","unempl","full-time","single"
"1146",80309,2018-02-06,22,19,20,6.43,69.74,5,"male","unempl","full-time","single"
"1147",46681,2018-05-19,22,24,21,5.57,67.56,5,"male","unempl","full-time","single"
"1148",89946,2018-03-12,27,21,21,6,62.73,3,"male","unempl","full-time","divorced"
"1149",87377,2018-04-10,24,23,21,5.71,66.26,4,"male","unempl","full-time","single"
"1150",77641,2018-05-22,27,23,20,5.86,51.74,1,"male","unempl","full-time","divorced"
"1151",12680,2018-01-25,20,19,17,6.86,62.69,3,"female","empl","part-time","single"
"1152",28640,2018-05-19,22,19,14,7.29,50.92,1,"female","empl","part-time","single"
"1153",84666,2018-03-27,24,22,15,6.71,44.2,2,"female","empl","part-time","single"
"1154",33222,2018-04-22,21,24,20,5.71,65.64,5,"male","unempl","full-time","single"
"1155",51439,2018-05-13,26,20,16,6.86,52.52,2,"female","empl","part-time","divorced"
"1156",17921,2018-01-15,29,21,19,6.29,61.91,3,"female","empl","part-time","divorced"
"1157",78126,2018-05-17,26,23,25,5.14,73.91,4,"male","unempl","full-time","divorced"
"1158",55739,2018-04-28,26,23,20,5.86,58.35,2,"male","unempl","full-time","divorced"
"1159",89965,2018-04-07,30,19,25,5.71,84,4,"male","unempl","full-time","single"
"1160",91276,2018-03-22,25,24,18,6,52.59,1,"female","empl","part-time","single"
"1161",28756,2018-02-24,18,25,21,5.43,63.74,4,"male","unempl","full-time","single"
"1162",43284,2018-03-15,31,22,17,6.43,59.65,4,"female","empl","part-time","divorced"
"1163",72831,2018-05-23,28,25,18,5.86,56.75,1,"female","empl","part-time","divorced"
"1164",93222,2018-03-29,28,16,16,7.43,60.4,5,"female","empl","part-time","divorced"
"1165",36832,2018-03-05,26,21,20,6.14,64.18,4,"male","unempl","full-time","divorced"
"1166",1940,2018-02-20,24,23,22,5.57,66.02,1,"male","unempl","full-time","single"
"1167",79193,2018-01-20,23,21,21,6,71.39,4,"male","unempl","full-time","single"
"1168",797,2018-03-29,28,24,17,6.14,55.96,3,"female","empl","part-time","divorced"
"1169",50088,2018-04-06,29,19,19,6.57,69.78,3,"female","empl","part-time","divorced"
"1170",10259,2018-04-18,30,22,20,6,60.32,3,"male","unempl","full-time","divorced"
"1171",36804,2018-04-27,21,21,24,5.57,85.43,1,"male","unempl","full-time","single"
"1172",78856,2018-02-05,31,23,21,5.71,62.65,4,"male","unempl","full-time","divorced"
"1173",18567,2018-01-13,25,17,18,7,54.63,2,"female","empl","part-time","single"
"1174",69906,2018-01-24,22,25,17,6,49.36,5,"female","empl","part-time","single"
"1175",36583,2018-01-11,24,22,20,6,57.5,5,"male","unempl","full-time","single"
"1176",34806,2018-02-04,26,22,20,6,56.54,5,"male","unempl","full-time","divorced"
"1177",48998,2018-03-02,21,23,19,6,57.52,4,"female","empl","part-time","single"
"1178",31254,2018-03-15,27,23,15,6.57,47.12,1,"female","empl","part-time","divorced"
"1179",91324,2018-04-19,25,16,20,6.86,79.98,4,"male","unempl","full-time","single"
"1180",40251,2018-04-03,25,25,20,5.57,47.32,2,"male","unempl","full-time","single"
"1181",22265,2018-01-30,24,25,15,6.29,40.86,4,"female","empl","part-time","single"
"1182",15566,2018-01-28,20,19,18,6.71,56.7,3,"female","empl","part-time","single"
"1183",68197,2018-01-10,28,15,17,7.43,69.04,3,"female","empl","part-time","divorced"
"1184",40326,2018-01-02,28,24,16,6.29,49.11,5,"female","empl","part-time","divorced"
"1185",19043,2018-02-18,21,21,21,6,60.71,4,"male","unempl","full-time","single"
"1186",80420,2018-02-22,29,19,19,6.57,60.14,1,"female","empl","part-time","divorced"
"1187",45019,2018-02-12,29,25,20,5.57,52.3,4,"male","unempl","full-time","divorced"
"1188",79679,2018-02-20,20,19,19,6.57,66.83,5,"female","empl","part-time","single"
"1189",57218,2018-02-08,34,21,18,6.43,51.99,5,"female","empl","part-time","divorced"
"1190",95910,2018-01-08,25,28,15,5.86,37.89,2,"female","empl","part-time","single"
"1191",4935,2018-03-07,22,21,19,6.29,60.22,5,"female","empl","part-time","single"
"1192",24501,2018-04-27,24,23,18,6.14,49.35,4,"female","empl","part-time","single"
"1193",77472,2018-04-13,20,23,17,6.29,59.65,4,"female","empl","part-time","single"
"1194",56367,2018-03-03,20,27,19,5.43,48.37,4,"female","empl","part-time","single"
"1195",43399,2018-02-03,32,24,24,5.14,76.6,1,"male","unempl","full-time","divorced"
"1196",54232,2018-03-30,22,17,19,6.86,65.72,5,"female","empl","part-time","single"
"1197",5832,2018-02-16,23,22,22,5.71,60.27,1,"male","unempl","full-time","single"
"1198",42411,2018-04-01,29,19,17,6.86,59.03,3,"female","empl","part-time","divorced"
"1199",14068,2018-05-21,26,18,19,6.71,64.18,5,"female","empl","part-time","divorced"
"1200",9209,2018-02-09,22,22,21,5.86,64.79,1,"male","unempl","full-time","single"
"1201",13083,2018-02-23,23,23,15,6.57,41.77,1,"female","empl","part-time","single"
"1202",36095,2018-05-10,25,20,17,6.71,51.26,3,"female","empl","part-time","single"
"1203",44907,2018-03-31,23,19,21,6.29,73.88,3,"male","unempl","full-time","single"
"1204",53066,2018-02-21,29,27,21,5.14,52.08,2,"male","unempl","full-time","divorced"
"1205",18327,2018-01-10,23,23,25,5.14,66.16,4,"male","unempl","full-time","single"
"1206",44387,2018-05-29,23,16,19,7,63.23,2,"female","empl","part-time","single"
"1207",25344,2018-05-27,25,24,18,6,40.56,3,"female","empl","part-time","single"
"1208",61100,2018-03-02,28,21,19,6.29,73.16,5,"female","empl","part-time","divorced"
"1209",87011,2018-01-11,25,19,17,6.86,54.49,4,"female","empl","part-time","single"
"1210",31391,2018-04-03,21,21,26,5.29,77.16,1,"male","unempl","full-time","single"
"1211",81930,2018-01-20,26,19,20,6.43,59.85,3,"male","unempl","full-time","divorced"
"1212",94976,2018-05-06,21,20,19,6.43,61,2,"female","empl","part-time","single"
"1213",53639,2018-01-04,28,23,17,6.29,40.72,2,"female","empl","part-time","divorced"
"1214",81077,2018-04-26,27,21,23,5.71,80.58,5,"male","unempl","full-time","divorced"
"1215",93216,2018-02-09,26,20,29,5,92.91,1,"male","unempl","full-time","single"
"1216",82324,2018-04-07,26,19,21,6.29,76.04,4,"male","unempl","full-time","divorced"
"1217",78596,2018-04-20,23,18,16,7.14,50.39,3,"female","empl","part-time","single"
"1218",22536,2018-05-22,18,16,18,7.14,57.19,2,"female","empl","part-time","single"
"1219",18040,2018-05-03,26,18,22,6.29,79.69,4,"male","unempl","full-time","divorced"
"1220",20075,2018-05-23,21,20,23,5.86,68.19,1,"male","unempl","full-time","single"
"1221",34717,2018-04-01,28,19,23,6,75.05,2,"male","unempl","full-time","divorced"
"1222",87480,2018-04-09,25,19,18,6.71,59.35,3,"female","empl","part-time","single"
"1223",11044,2018-02-22,20,20,24,5.71,72.77,4,"male","unempl","full-time","single"
"1224",92022,2018-02-17,25,20,24,5.71,70.61,2,"male","unempl","full-time","single"
"1225",68953,2018-05-11,21,24,17,6.14,39.1,1,"female","empl","part-time","single"
"1226",76058,2018-01-09,31,27,19,5.43,50.88,3,"female","empl","part-time","divorced"
"1227",69733,2018-05-09,26,23,22,5.57,67.05,2,"male","unempl","full-time","divorced"
"1228",77077,2018-04-17,30,18,28,5.43,92.54,4,"male","unempl","full-time","single"
"1229",54498,2018-01-08,30,21,19,6.29,58.69,1,"female","empl","part-time","divorced"
"1230",41753,2018-04-04,23,17,23,6.29,78.14,5,"male","unempl","full-time","single"
"1231",39658,2018-02-07,19,17,26,5.86,83.1,1,"male","unempl","full-time","single"
"1232",76529,2018-01-09,23,24,20,5.71,55.69,2,"male","unempl","full-time","single"
"1233",82120,2018-02-28,29,22,22,5.71,67.97,2,"male","unempl","full-time","divorced"
"1234",12386,2018-03-09,25,17,27,5.71,85.35,1,"male","unempl","full-time","single"
"1235",10051,2018-05-13,32,18,12,7.71,51.26,2,"female","empl","part-time","divorced"
"1236",95214,2018-04-01,21,23,23,5.43,70.16,3,"male","unempl","full-time","single"
"1237",28276,2018-01-26,19,20,20,6.29,71.06,4,"male","unempl","full-time","single"
"1238",99352,2018-05-15,23,25,19,5.71,56.13,4,"female","empl","part-time","single"
"1239",60391,2018-04-06,22,16,22,6.57,78.3,2,"male","unempl","full-time","single"
"1240",55471,2018-03-26,34,17,23,6.29,78.91,5,"male","unempl","full-time","divorced"
"1241",29080,2018-02-06,25,24,19,5.86,50.97,2,"female","empl","part-time","single"
"1242",73025,2018-05-22,19,17,11,8,44.73,2,"female","empl","part-time","single"
"1243",76719,2018-05-25,27,23,20,5.86,59.15,1,"male","unempl","full-time","divorced"
"1244",60226,2018-06-07,22,22,18,6.29,47.67,5,"female","empl","part-time","single"
"1245",54038,2018-02-13,18,22,18,6.29,62.13,5,"female","empl","part-time","single"
"1246",85000,2018-01-15,20,20,21,6.14,66.2,4,"male","unempl","full-time","single"
"1247",52942,2018-03-04,29,24,21,5.57,66.46,5,"male","unempl","full-time","divorced"
"1248",32300,2018-01-26,31,14,19,7.29,72.41,1,"female","empl","part-time","divorced"
"1249",89295,2018-04-14,18,22,15,6.71,54.22,4,"female","empl","part-time","single"
"1250",404,2018-04-11,24,27,21,5.14,62.44,5,"male","unempl","full-time","single"
"1251",62962,2018-05-07,24,19,22,6.14,69.21,2,"male","unempl","full-time","single"
"1252",86224,2018-06-06,29,24,22,5.43,54.83,1,"male","unempl","full-time","divorced"
"1253",21010,2018-04-21,26,21,24,5.57,72.4,2,"male","unempl","full-time","divorced"
"1254",11650,2018-05-20,22,21,20,6.14,63.06,5,"male","unempl","full-time","single"
"1255",3305,2018-05-29,27,22,18,6.29,47.08,2,"female","empl","part-time","divorced"
"1256",77295,2018-01-22,27,15,18,7.29,61.8,3,"female","empl","part-time","divorced"
"1257",85403,2018-03-13,31,15,23,6.57,80.47,4,"male","unempl","full-time","divorced"
"1258",69073,2018-04-12,27,19,17,6.86,56.2,3,"female","empl","part-time","divorced"
"1259",7183,2018-02-19,17,26,18,5.71,48.82,3,"female","empl","part-time","single"
"1260",99766,2018-04-11,27,22,22,5.71,68.54,3,"male","unempl","full-time","divorced"
"1261",41415,2018-01-02,28,21,18,6.43,49.32,5,"female","empl","part-time","divorced"
"1262",91391,2018-03-15,25,23,20,5.86,62.86,3,"male","unempl","full-time","single"
"1263",77246,2018-02-11,25,18,19,6.71,69.6,2,"female","empl","part-time","single"
"1264",7278,2018-04-23,23,21,16,6.71,49.7,4,"female","empl","part-time","single"
"1265",15763,2018-03-23,32,21,24,5.57,78.04,3,"male","unempl","full-time","divorced"
"1266",98167,2018-02-27,22,19,19,6.57,63.11,2,"female","empl","part-time","single"
"1267",88723,2018-03-14,26,29,22,4.71,57.08,4,"male","unempl","full-time","divorced"
"1268",2228,2018-02-17,26,23,23,5.43,64.53,1,"male","unempl","full-time","divorced"
"1269",57749,2018-01-05,31,25,26,4.71,69.09,5,"male","unempl","full-time","divorced"
"1270",83147,2018-06-02,24,25,21,5.43,63.06,1,"male","unempl","full-time","single"
"1271",23632,2018-03-16,22,24,19,5.86,60.2,5,"female","empl","part-time","single"
"1272",25139,2018-02-18,21,22,17,6.43,57.5,4,"female","empl","part-time","single"
"1273",96797,2018-03-01,22,23,22,5.57,66.54,1,"male","unempl","full-time","single"
"1274",54110,2018-03-14,24,19,16,7,46.31,2,"female","empl","part-time","single"
"1275",20512,2018-03-28,23,23,18,6.14,50.98,5,"female","empl","part-time","single"
"1276",73685,2018-03-05,26,22,16,6.57,52.67,1,"female","empl","part-time","divorced"
"1277",48321,2018-04-22,20,20,18,6.57,65.99,3,"female","empl","part-time","single"
"1278",25853,2018-04-10,24,19,19,6.57,64.74,1,"female","empl","part-time","single"
"1279",79460,2018-03-08,23,21,20,6.14,58.78,4,"male","unempl","full-time","single"
"1280",67528,2018-01-03,25,19,20,6.43,60.8,1,"male","unempl","full-time","single"
"1281",31784,2018-05-31,22,19,22,6.14,76.45,3,"male","unempl","full-time","single"
"1282",8671,2018-04-03,30,17,18,7,66.27,3,"female","empl","part-time","divorced"
"1283",2457,2018-04-09,32,25,19,5.71,48.47,2,"female","empl","part-time","divorced"
"1284",7209,2018-03-07,29,22,15,6.71,44.53,1,"female","empl","part-time","divorced"
"1285",6356,2018-04-25,20,22,22,5.71,61.42,5,"male","unempl","full-time","single"
